82	86	0.5
82	87	0.5
83	84	1
83	86	1
83	87	1
84	86	1
84	87	1
84	89	0.5
85	87	0.5
85	89	1
86	87	1
88	89	1.5
88	90	1
89	90	1.5
